Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR25395366,WGS,296,4297872261,PRJNA997801,SAMN36690397,Metagenome or environmental,1515925624,UNIVERSIDAD DE LEON,2020-06-15,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX21133420,Spain,Europe,Spain: Villaviciosa,cheese,Illumina NovaSeq 6000,Industry 14 - Final_product - core B,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2561,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:01:00Z,1,MASTER_WP4_CSIC_2__P2561,SRP450983
SRR25395367,WGS,297,7903113415,PRJNA997801,SAMN36690396,Metagenome or environmental,2747828020,UNIVERSIDAD DE LEON,2020-06-15,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX21133419,Spain,Europe,Spain: Villaviciosa,cheese,Illumina NovaSeq 6000,Industry 14 - Final_product - rind B,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2560,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:57:00Z,1,MASTER_WP4_CSIC_2__P2560,SRP450983
SRR25395368,WGS,297,10485317695,PRJNA997801,SAMN36690395,Metagenome or environmental,3663578735,UNIVERSIDAD DE LEON,2020-06-15,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX21133418,Spain,Europe,Spain: Villaviciosa,cheese,Illumina NovaSeq 6000,Industry 14 - Final_product - core A,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2559,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T13:48:00Z,1,MASTER_WP4_CSIC_2__P2559,SRP450983
SRR25395369,WGS,296,11339778702,PRJNA997801,SAMN36690394,Metagenome or environmental,3875083699,UNIVERSIDAD DE LEON,2020-06-15,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX21133417,Spain,Europe,Spain: Villaviciosa,cheese,Illumina NovaSeq 6000,Industry 14 - Final_product - rind A,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2558,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T13:33:00Z,1,MASTER_WP4_CSIC_2__P2558,SRP450983
SRR25395370,WGS,293,4119087931,PRJNA997801,SAMN36690393,Metagenome or environmental,1433779754,UNIVERSIDAD DE LEON,2019-12-11,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX21133416,Spain,Europe,Spain: Villaviciosa,cheese,Illumina NovaSeq 6000,Industry 12 - Final_product - core B,43.47 N 5.44 W,MASTER_WP4_CSIC_3__P2150,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T11:49:00Z,1,MASTER_WP4_CSIC_3__P2150,SRP450983
SRR25395371,WGS,300,16813639973,PRJNA997801,SAMN36689916,Metagenome or environmental,5567905493,UNIVERSIDAD DE LEON,2020-02-05,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX21133415,Spain,Europe,Spain: Villaviciosa,brine,Illumina NovaSeq 6000,Industry 28 - Raw_materials - Brine,43.47 N 5.44 W,MASTER_WP4_CSIC_1__P2139_73322,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:32:00Z,1,MASTER_WP4_CSIC_1__P2139_73322,SRP450983
SRR25395372,WGS,299,13767716829,PRJNA997801,SAMN36690392,Metagenome or environmental,4611266611,UNIVERSIDAD DE LEON,2019-12-11,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX21133414,Spain,Europe,Spain: Villaviciosa,cheese,Illumina NovaSeq 6000,Industry 12 - Final_product - rind B,43.47 N 5.44 W,MASTER_WP4_CSIC_1__P2149_73322,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:13:00Z,1,MASTER_WP4_CSIC_1__P2149_73322,SRP450983
SRR25395373,WGS,282,3056299445,PRJNA997801,SAMN36690391,Metagenome or environmental,1081283189,UNIVERSIDAD DE LEON,2019-12-11,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX21133413,Spain,Europe,Spain: Villaviciosa,cheese,Illumina NovaSeq 6000,Industry 12 - Final_product - core A,43.47 N 5.44 W,MASTER_WP4_CSIC_3__P2148,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T11:48:00Z,1,MASTER_WP4_CSIC_3__P2148,SRP450983
SRR25395374,WGS,300,15318419298,PRJNA997801,SAMN36690390,Metagenome or environmental,5129119375,UNIVERSIDAD DE LEON,2019-12-11,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX21133412,Spain,Europe,Spain: Villaviciosa,cheese,Illumina NovaSeq 6000,Industry 12 - Final_product - rind A,43.47 N 5.44 W,MASTER_WP4_CSIC_1__P2147_73322,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:22:00Z,1,MASTER_WP4_CSIC_1__P2147_73322,SRP450983
SRR25395375,WGS,297,15690423864,PRJNA997801,SAMN36690389,Metagenome or environmental,5493362745,UNIVERSIDAD DE LEON,2020-03-09,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX21133411,Spain,Europe,Spain: Villaviciosa,cheese,Illumina NovaSeq 6000,Industry 11 - Final_product - core B,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2551,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T14:24:00Z,1,MASTER_WP4_CSIC_2__P2551,SRP450983
SRR25395376,WGS,300,8261678829,PRJNA997801,SAMN36689908,Metagenome or environmental,2814688042,UNIVERSIDAD DE LEON,2020-02-06,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX21133410,Spain,Europe,Spain: Villaviciosa,milk,Illumina NovaSeq 6000,Industry 22 - Raw_materials - Milk,43.47 N 5.44 W,MASTER_WP4_CSIC_1__P2181_73322,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T11:23:00Z,1,MASTER_WP4_CSIC_1__P2181_73322,SRP450983
SRR25395382,WGS,298,7480025371,PRJNA997801,SAMN36690307,Metagenome or environmental,2411993524,UNIVERSIDAD DE LEON,2020-11-05,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX21133404,Italy,Europe,Italy: Napoli,cheese,Illumina NovaSeq 6000,Industry T - Intermediate_ripening - rind A,40.84 N 14.26 E,MASTER_WP4_UNINA_2__T-25.1,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:30:00Z,1,MASTER_WP4_UNINA_2__T-25.1,SRP450983
SRR25395383,WGS,298,9311281774,PRJNA997801,SAMN36690306,Metagenome or environmental,2975869142,UNIVERSIDAD DE LEON,2020-11-05,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX21133403,Italy,Europe,Italy: Napoli,cheese,Illumina NovaSeq 6000,Industry T - Intermediate_ripening - core B,40.84 N 14.26 E,MASTER_WP4_UNINA_2__T-24.1,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:58:00Z,1,MASTER_WP4_UNINA_2__T-24.1,SRP450983
SRR25395384,WGS,298,8194938926,PRJNA997801,SAMN36690305,Metagenome or environmental,2670985555,UNIVERSIDAD DE LEON,2020-11-05,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX21133402,Italy,Europe,Italy: Napoli,cheese,Illumina NovaSeq 6000,Industry T - Intermediate_ripening - core A,40.84 N 14.26 E,MASTER_WP4_UNINA_2__T-23.1,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:01:00Z,1,MASTER_WP4_UNINA_2__T-23.1,SRP450983
SRR25395386,WGS,298,7842380476,PRJNA997801,SAMN36690303,Metagenome or environmental,2621543211,UNIVERSIDAD DE LEON,2020-07-08,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX21133400,Italy,Europe,Italy: Napoli,cheese,Illumina NovaSeq 6000,Industry O - Intermediate_ripening - rind A,40.84 N 14.26 E,MASTER_WP4_UNINA_2__O-25.1,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:53:00Z,1,MASTER_WP4_UNINA_2__O-25.1,SRP450983
SRR25395387,WGS,300,7352663596,PRJNA997801,SAMN36689907,Metagenome or environmental,2448167735,UNIVERSIDAD DE LEON,2020-02-06,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX21133399,Spain,Europe,Spain: Villaviciosa,brine,Illumina NovaSeq 6000,Industry 22 - Raw_materials - Brine,43.47 N 5.44 W,MASTER_WP4_CSIC_1__P2136_73322,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T11:25:00Z,1,MASTER_WP4_CSIC_1__P2136_73322,SRP450983
SRR25395388,WGS,298,7427117845,PRJNA997801,SAMN36690302,Metagenome or environmental,2353666173,UNIVERSIDAD DE LEON,2020-07-08,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX21133398,Italy,Europe,Italy: Napoli,cheese,Illumina NovaSeq 6000,Industry O - Intermediate_ripening - core B,40.84 N 14.26 E,MASTER_WP4_UNINA_2__O-24.1,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:55:00Z,1,MASTER_WP4_UNINA_2__O-24.1,SRP450983
SRR25395389,WGS,298,8530405062,PRJNA997801,SAMN36690301,Metagenome or environmental,2791288322,UNIVERSIDAD DE LEON,2020-07-08,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX21133397,Italy,Europe,Italy: Napoli,cheese,Illumina NovaSeq 6000,Industry O - Intermediate_ripening - core A,40.84 N 14.26 E,MASTER_WP4_UNINA_2__O-23.1,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:57:00Z,1,MASTER_WP4_UNINA_2__O-23.1,SRP450983
SRR25395390,WGS,295,8253124883,PRJNA997801,SAMN36690300,Metagenome or environmental,2827682656,UNIVERSIDAD DE LEON,2020-09-16,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX21133396,Italy,Europe,Italy: Napoli,cheese,Illumina NovaSeq 6000,Industry M - Intermediate_ripening - rind B,40.84 N 14.26 E,MASTER_WP4_UNINA_2__M-26.1,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:14:00Z,1,MASTER_WP4_UNINA_2__M-26.1,SRP450983
SRR25395392,WGS,297,7572157154,PRJNA997801,SAMN36690298,Metagenome or environmental,2533430513,UNIVERSIDAD DE LEON,2020-09-16,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX21133394,Italy,Europe,Italy: Napoli,cheese,Illumina NovaSeq 6000,Industry M - Intermediate_ripening - core B,40.84 N 14.26 E,MASTER_WP4_UNINA_2__M-24.1,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:49:00Z,1,MASTER_WP4_UNINA_2__M-24.1,SRP450983
SRR25395393,WGS,296,8036596480,PRJNA997801,SAMN36690297,Metagenome or environmental,2717056923,UNIVERSIDAD DE LEON,2020-09-16,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX21133393,Italy,Europe,Italy: Napoli,cheese,Illumina NovaSeq 6000,Industry M - Intermediate_ripening - core A,40.84 N 14.26 E,MASTER_WP4_UNINA_2__M-23.1,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:59:00Z,1,MASTER_WP4_UNINA_2__M-23.1,SRP450983
SRR25395394,WGS,298,8933165656,PRJNA997801,SAMN36690296,Metagenome or environmental,2981373490,UNIVERSIDAD DE LEON,2020-02-20,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX21133392,Italy,Europe,Italy: Napoli,cheese,Illumina NovaSeq 6000,Industry I - Intermediate_ripening - rind B,40.84 N 14.26 E,MASTER_WP4_UNINA_2__I-26.1,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T13:06:00Z,1,MASTER_WP4_UNINA_2__I-26.1,SRP450983
SRR25395395,WGS,298,9664573097,PRJNA997801,SAMN36690295,Metagenome or environmental,3328183182,UNIVERSIDAD DE LEON,2020-02-20,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX21133391,Italy,Europe,Italy: Napoli,cheese,Illumina NovaSeq 6000,Industry I - Intermediate_ripening - rind A,40.84 N 14.26 E,MASTER_WP4_UNINA_2__I-25.1,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T13:51:00Z,1,MASTER_WP4_UNINA_2__I-25.1,SRP450983
SRR25395396,WGS,298,6911461500,PRJNA997801,SAMN36690294,Metagenome or environmental,2285123529,UNIVERSIDAD DE LEON,2020-02-20,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX21133390,Italy,Europe,Italy: Napoli,cheese,Illumina NovaSeq 6000,Industry I - Intermediate_ripening - core B,40.84 N 14.26 E,MASTER_WP4_UNINA_2__I-24.1,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:08:00Z,1,MASTER_WP4_UNINA_2__I-24.1,SRP450983
SRR25395397,WGS,298,8917873375,PRJNA997801,SAMN36690293,Metagenome or environmental,3084832411,UNIVERSIDAD DE LEON,2020-02-20,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX21133389,Italy,Europe,Italy: Napoli,cheese,Illumina NovaSeq 6000,Industry I - Intermediate_ripening - core A,40.84 N 14.26 E,MASTER_WP4_UNINA_2__I-23.1,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:50:00Z,1,MASTER_WP4_UNINA_2__I-23.1,SRP450983
SRR25395398,WGS,297,19191229968,PRJNA997801,SAMN36689906,Metagenome or environmental,6810156274,UNIVERSIDAD DE LEON,2020-06-23,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX21133388,Spain,Europe,Spain: Villaviciosa,whey,Illumina NovaSeq 6000,Industry 21 - Raw_materials - Whey,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2613,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:49:00Z,1,MASTER_WP4_CSIC_2__P2613,SRP450983
SRR25395399,WGS,290,15811362398,PRJNA997801,SAMN36690292,Metagenome or environmental,5061766092,UNIVERSIDAD DE LEON,2020-10-09,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX21133387,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry DC18 - Intermediate_ripening - rind D,48.32 N 16.06 E,MASTER_WP4_FFoQSI_1__KM-5G,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:10:00Z,1,MASTER_WP4_FFoQSI_1__KM-5G,SRP450983
SRR25395404,WGS,295,14272595884,PRJNA997801,SAMN36690212,Metagenome or environmental,4741243602,UNIVERSIDAD DE LEON,2020-10-08,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX21133381,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry RC17 - Before_ripening - core B,48.32 N 16.06 E,MASTER_WP4_FFoQSI_1__RC17-04-BC,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:16:00Z,1,MASTER_WP4_FFoQSI_1__RC17-04-BC,SRP450983
SRR25395405,WGS,296,13720876395,PRJNA997801,SAMN36690211,Metagenome or environmental,4578058658,UNIVERSIDAD DE LEON,2020-10-08,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX21133380,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry RC17 - Before_ripening - rind A,48.32 N 16.06 E,MASTER_WP4_FFoQSI_1__RC17-04-AR,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:08:00Z,1,MASTER_WP4_FFoQSI_1__RC17-04-AR,SRP450983
SRR25395406,WGS,295,13445895401,PRJNA997801,SAMN36690210,Metagenome or environmental,4482904452,UNIVERSIDAD DE LEON,2020-10-08,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX21133379,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry RC17 - Before_ripening - core A,48.32 N 16.06 E,MASTER_WP4_FFoQSI_1__RC17-04-AC,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:11:00Z,1,MASTER_WP4_FFoQSI_1__RC17-04-AC,SRP450983
SRR25395407,WGS,290,9277566526,PRJNA997801,SAMN36690209,Metagenome or environmental,3179713395,UNIVERSIDAD DE LEON,2020-09-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX21133378,Spain,Europe,Spain: Leon,cheese,Illumina NovaSeq 6000,Industry Q08 - Before_ripening - rind B,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q08-26,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T13:50:00Z,1,AlvarezOrdonezA_xxxx__Q08-26,SRP450983
SRR25395408,WGS,290,9054409014,PRJNA997801,SAMN36690208,Metagenome or environmental,3145039940,UNIVERSIDAD DE LEON,2020-09-15,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX21133377,Spain,Europe,Spain: Leon,cheese,Illumina NovaSeq 6000,Industry Q08 - Before_ripening - rind A,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q08-25,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T13:47:00Z,1,AlvarezOrdonezA_xxxx__Q08-25,SRP450983
SRR25395412,WGS,296,8858546829,PRJNA997801,SAMN36690204,Metagenome or environmental,3052200199,UNIVERSIDAD DE LEON,2020-02-17,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX21133373,Spain,Europe,Spain: Leon,cheese,Illumina NovaSeq 6000,Industry Q07 - Before_ripening - rind A,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q07-25,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:59:00Z,1,AlvarezOrdonezA_xxxx__Q07-25,SRP450983
