Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR25399838,WGS,300,10252563577,PRJNA997821,SAMN36691400,Metagenome or environmental,3392168115,UNIVERSIDAD DE LEON,2020-03-12,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX21136369,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 26 - Non_food_contact - Ripening,43.47 N 5.44 W,MASTER_WP4_CSIC_1__P2104_73322,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T15:27:00Z,1,MASTER_WP4_CSIC_1__P2104_73322,SRP451052
SRR25399839,WGS,297,11720974304,PRJNA997821,SAMN36691381,Metagenome or environmental,4095332047,UNIVERSIDAD DE LEON,2020-06-23,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136368,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 21 - Non_food_contact - Processing,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2429,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:27:00Z,1,MASTER_WP4_CSIC_2__P2429,SRP451052
SRR25399840,WGS,292,19570173197,PRJNA997821,SAMN36691380,Metagenome or environmental,6676312399,UNIVERSIDAD DE LEON,2020-07-03,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX21136367,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 20 - Non_food_contact - Drying,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2427,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T19:46:00Z,1,MASTER_WP4_CSIC_2__P2427,SRP451052
SRR25399841,WGS,292,4462286083,PRJNA997821,SAMN36691379,Metagenome or environmental,1511920038,UNIVERSIDAD DE LEON,2020-07-03,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX21136366,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 20 - Non_food_contact - Packing,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2422,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T15:49:00Z,1,MASTER_WP4_CSIC_2__P2422,SRP451052
SRR25399842,WGS,298,4629657580,PRJNA997821,SAMN36691378,Metagenome or environmental,1596083636,UNIVERSIDAD DE LEON,2020-07-03,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136365,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 20 - Non_food_contact - Ripening B,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2419,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:03:00Z,1,MASTER_WP4_CSIC_2__P2419,SRP451052
SRR25399843,WGS,298,15341873004,PRJNA997821,SAMN36691377,Metagenome or environmental,5379226761,UNIVERSIDAD DE LEON,2020-07-03,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX21136364,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 20 - Non_food_contact - Ripening A,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2418,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T19:08:00Z,1,MASTER_WP4_CSIC_2__P2418,SRP451052
SRR25399844,WGS,289,20253145061,PRJNA997821,SAMN36691376,Metagenome or environmental,7062923607,UNIVERSIDAD DE LEON,2020-07-03,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136363,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 20 - Non_food_contact - Processing,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2414,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T18:31:00Z,1,MASTER_WP4_CSIC_2__P2414,SRP451052
SRR25399845,WGS,292,4990310667,PRJNA997821,SAMN36691375,Metagenome or environmental,1709941197,UNIVERSIDAD DE LEON,2020-06-25,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX21136362,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 19 - Non_food_contact - Drying,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2412,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:13:00Z,1,MASTER_WP4_CSIC_2__P2412,SRP451052
SRR25399846,WGS,297,5600583312,PRJNA997821,SAMN36691033,Metagenome or environmental,1946751190,UNIVERSIDAD DE LEON,2020-01-16,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX21136361,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 9 - Food_contact - Packing,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2320,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T15:53:00Z,1,MASTER_WP4_CSIC_2__P2320,SRP451052
SRR25399847,WGS,286,8873554967,PRJNA997821,SAMN36691354,Metagenome or environmental,3043707327,UNIVERSIDAD DE LEON,2020-06-18,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX21136360,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 15 - Non_food_contact - Packing,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2358,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:26:00Z,1,MASTER_WP4_CSIC_2__P2358,SRP451052
SRR25399848,WGS,298,3318414621,PRJNA997821,SAMN36691371,Metagenome or environmental,1240759985,UNIVERSIDAD DE LEON,2020-06-25,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX21136359,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 19 - Non_food_contact - Ripening B,43.47 N 5.44 W,MASTER_WP4_CSIC_3__P2400,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T15:53:00Z,1,MASTER_WP4_CSIC_3__P2400,SRP451052
SRR25399849,WGS,298,428274839,PRJNA997821,SAMN36691353,Metagenome or environmental,150491878,UNIVERSIDAD DE LEON,2020-06-18,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX21136358,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 15 - Non_food_contact - Ripening A,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2355,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T15:07:00Z,1,MASTER_WP4_CSIC_2__P2355,SRP451052
SRR25399850,WGS,286,6379472207,PRJNA997821,SAMN36691352,Metagenome or environmental,2189114332,UNIVERSIDAD DE LEON,2020-06-18,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136357,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 15 - Non_food_contact - Ripening,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2354,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T15:47:00Z,1,MASTER_WP4_CSIC_2__P2354,SRP451052
SRR25399851,WGS,297,8076992062,PRJNA997821,SAMN36691370,Metagenome or environmental,2777281041,UNIVERSIDAD DE LEON,2020-06-25,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX21136356,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 19 - Non_food_contact - Ripening A,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2399,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:26:00Z,1,MASTER_WP4_CSIC_2__P2399,SRP451052
SRR25399852,WGS,292,8976417567,PRJNA997821,SAMN36691369,Metagenome or environmental,3070527630,UNIVERSIDAD DE LEON,2020-06-25,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX21136355,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 19 - Non_food_contact - Processing,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2395,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:18:00Z,1,MASTER_WP4_CSIC_2__P2395,SRP451052
SRR25399853,WGS,286,5240790995,PRJNA997821,SAMN36691368,Metagenome or environmental,1834203058,UNIVERSIDAD DE LEON,2020-06-29,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX21136354,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 18 - Non_food_contact - Drying,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2393,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:22:00Z,1,MASTER_WP4_CSIC_2__P2393,SRP451052
SRR25399854,WGS,290,10471548109,PRJNA997821,SAMN36691367,Metagenome or environmental,3601260808,UNIVERSIDAD DE LEON,2020-06-29,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX21136353,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 18 - Non_food_contact - Packing,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2388,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:56:00Z,1,MASTER_WP4_CSIC_2__P2388,SRP451052
SRR25399855,WGS,298,129640136,PRJNA997821,SAMN36691366,Metagenome or environmental,45867813,UNIVERSIDAD DE LEON,2020-06-29,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136352,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 18 - Non_food_contact - Ripening B,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2385,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T15:01:00Z,1,MASTER_WP4_CSIC_2__P2385,SRP451052
SRR25399856,WGS,290,12414041039,PRJNA997821,SAMN36691365,Metagenome or environmental,4264570529,UNIVERSIDAD DE LEON,2020-06-29,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX21136351,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 18 - Non_food_contact - Ripening A,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2384,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T18:18:00Z,1,MASTER_WP4_CSIC_2__P2384,SRP451052
SRR25399857,WGS,296,266104025,PRJNA997821,SAMN36691032,Metagenome or environmental,92131155,UNIVERSIDAD DE LEON,2020-01-16,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX21136350,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 9 - Food_contact - Processing - Molds and/or molding machines,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2319,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T15:04:00Z,1,MASTER_WP4_CSIC_2__P2319,SRP451052
SRR25399858,WGS,288,8894836841,PRJNA997821,SAMN36691364,Metagenome or environmental,3047055489,UNIVERSIDAD DE LEON,2020-06-29,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX21136349,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 18 - Non_food_contact - Processing,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2380,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:22:00Z,1,MASTER_WP4_CSIC_2__P2380,SRP451052
SRR25399859,WGS,269,1827132609,PRJNA997821,SAMN36691363,Metagenome or environmental,638091955,UNIVERSIDAD DE LEON,2020-06-17,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX21136348,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 17 - Non_food_contact - Drying,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2378,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T15:18:00Z,1,MASTER_WP4_CSIC_2__P2378,SRP451052
SRR25399860,WGS,297,8597902559,PRJNA997821,SAMN36691362,Metagenome or environmental,2988242777,UNIVERSIDAD DE LEON,2020-06-17,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136347,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 17 - Non_food_contact - Packing,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2373,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:17:00Z,1,MASTER_WP4_CSIC_2__P2373,SRP451052
SRR25399861,WGS,298,11277330182,PRJNA997821,SAMN36691361,Metagenome or environmental,3924824472,UNIVERSIDAD DE LEON,2020-06-17,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136346,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 17 - Non_food_contact - Ripening B,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2370,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:49:00Z,1,MASTER_WP4_CSIC_2__P2370,SRP451052
SRR25399862,WGS,288,5854798247,PRJNA997821,SAMN36691360,Metagenome or environmental,1998620983,UNIVERSIDAD DE LEON,2020-06-17,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX21136345,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 17 - Non_food_contact - Ripening A,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2369,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:36:00Z,1,MASTER_WP4_CSIC_2__P2369,SRP451052
SRR25399863,WGS,286,6864657889,PRJNA997821,SAMN36691359,Metagenome or environmental,2336552429,UNIVERSIDAD DE LEON,2020-06-17,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX21136563,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 17 - Non_food_contact - Processing,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2365,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:09:00Z,1,MASTER_WP4_CSIC_2__P2365,SRP451052
SRR25399864,WGS,295,3948863402,PRJNA997821,SAMN36691027,Metagenome or environmental,1368838707,UNIVERSIDAD DE LEON,2020-01-15,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136343,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 8 - Food_contact - Processing - Molds and/or molding machines,43.47 N 5.44 W,MASTER_WP4_CSIC_1__P281_76492,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T15:10:00Z,1,MASTER_WP4_CSIC_1__P281_76492,SRP451052
SRR25399865,WGS,298,15708791355,PRJNA997821,SAMN36691314,Metagenome or environmental,5321947771,UNIVERSIDAD DE LEON,2020-03-02,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX21136342,Austria,Europe,Austria: Vienna,food processing environment,Illumina NovaSeq 6000,Industry VB16 - Food_contact - Cold,48.32 N 16.06 E,MASTER_WP4_FFoQSI_3__VB16-47,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:58:00Z,1,MASTER_WP4_FFoQSI_3__VB16-47,SRP451052
SRR25399866,WGS,298,17053809121,PRJNA997821,SAMN36691313,Metagenome or environmental,5879412861,UNIVERSIDAD DE LEON,2020-03-02,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX21136341,Austria,Europe,Austria: Vienna,food processing environment,Illumina NovaSeq 6000,=G401&H401,48.32 N 16.06 E,MASTER_WP4_FFoQSI_2__VB16-13,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T19:11:00Z,1,MASTER_WP4_FFoQSI_2__VB16-13,SRP451052
SRR25399867,WGS,297,17730020298,PRJNA997821,SAMN36691312,Metagenome or environmental,6025968311,UNIVERSIDAD DE LEON,2020-03-02,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX21136340,Austria,Europe,Austria: Vienna,food processing environment,Illumina NovaSeq 6000,Industry VB16 - Food_contact - Processing - cheese vats,48.32 N 16.06 E,MASTER_WP4_FFoQSI_3__VB16-11,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T19:39:00Z,1,MASTER_WP4_FFoQSI_3__VB16-11,SRP451052
SRR25399868,WGS,296,9070579332,PRJNA997821,SAMN36691331,Metagenome or environmental,3124920488,UNIVERSIDAD DE LEON,2020-01-28,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136339,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 6 - Non_food_contact - Packing,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2301,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:32:00Z,1,MASTER_WP4_CSIC_2__P2301,SRP451052
SRR25399869,WGS,295,9540725972,PRJNA997821,SAMN36691330,Metagenome or environmental,3268374502,UNIVERSIDAD DE LEON,2020-01-28,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX21136338,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 6 - Non_food_contact - Ripening,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2299,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:27:00Z,1,MASTER_WP4_CSIC_2__P2299,SRP451052
SRR25399870,WGS,296,5828022895,PRJNA997821,SAMN36691329,Metagenome or environmental,2039842251,UNIVERSIDAD DE LEON,2020-01-28,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX21136337,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 6 - Non_food_contact - Processing,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2295,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:26:00Z,1,MASTER_WP4_CSIC_2__P2295,SRP451052
